[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
VIDAL PAULINE;Salle - F-301 (M) (28) (Jabra);<Ing2 NVX> Ing2 Nouveaux;Automatique;08/05/2026;18:30:00;2;ECE INGENIEUR;Lyon Universite (25);7520.01
NGUYEN THANH;Salle - F-304 (F) (49) (Meet-up);<BACH2> Bachelor 2 Gr01;Physique PREPA;08/05/2026;13:00:00;2;ECE PREPA;Lyon Universite (25);7538.02
VIDAL PAULINE;Salle - F-305 (F) (50) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;NLP;08/05/2026;08:30:00;1;ECE MASTER;Lyon Universite (25);7586.01
DAVID SARAH;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing2 Gr04;Electronique ING2;08/05/2026;10:45:00;2;ECE INGENIEUR;Lyon Universite (25);7585.05
DAVID SARAH;Salle - F-305 (F) (50) (Meet-up);<BACH2> Bachelor 2 Gr02;Traitement du signal;08/05/2026;13:00:00;2;ECE INGENIEUR;Lyon Universite (25);7583.04
ROUX NICOLAS;Salle - F-305 (F) (50) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Entrepreneuriat;08/05/2026;15:15:00;1;ECE BACHELOR;Lyon Universite (25);7584.03
ROUX NICOLAS;Salle - F-305 (F) (50) (Meet-up);<BACH1> Bachelor 1 Gr03;Physique PREPA;08/05/2026;17:30:00;1;ECE PREPA;Lyon Universite (25);7587.01
HAJ HAMAD IMEN;Salle - G-302 (F) (47) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;IA Ingenieur;08/05/2026;14:00:00;1;ECE INGENIEUR;Lyon Universite (25);7530.03
BERNARD CLAIRE;Salle - G-302 (F) (47) (Meet-up);<MAST2> Master 2 IA;Intelligence artificielle;08/05/2026;15:15:00;2;ECE MASTER;Lyon Universite (25);7529.03
PETIT ANTOINE;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing3 Gr01;Data Science avancee;08/05/2026;18:30:00;1;ECE MASTER;Lyon Universite (25);7528.04
MULLER STEFAN;Salle - H-401 (M) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Analyse et algebre;08/05/2026;15:15:00;2;ECE PREPA;Lyon Universite (25);7589.01
ROBIN CAMILLE;Salle - H-401 (M) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Ressources humaines;08/05/2026;17:30:00;1;ECE BACHELOR;Lyon Universite (25);7588.05
ROUSSEAU LISA;Salle - H-401 (M) (40) (Meet-up);<MAST1> Master 1 Cybersec;Mathematiques PREPA;08/05/2026;19:45:00;1;ECE PREPA;Lyon Universite (25);7590.03
DAVID SARAH;Salle - I-401 (Labo) (F) (40);<MAST2> Master 2 DevOps;NLP;08/05/2026;10:45:00;2;ECE MASTER;Eiffel 4;7619.01
LAURENT MARIE;Salle - I-401 (Labo) (F) (40);<BACH2> Bachelor 2 Gr02;Economie d'entreprise;08/05/2026;13:00:00;1;ECE BACHELOR;Eiffel 4;7621.04
GARCIA ELENA;Salle - I-401 (Labo) (F) (40);<MAST1> Master 1 Cybersec;Cybersecurite;08/05/2026;14:00:00;2;ECE MASTER;Eiffel 4;7620.02
LAURENT MARIE;Salle - I-401 (Labo) (F) (40);<BACH1> Bachelor 1 Gr02;Protocoles IoT;08/05/2026;15:15:00;2;ECE INGENIEUR;Eiffel 4;7622.05
ROUSSEAU LISA;Salle - I-405 (M) (40) (Meet-up);<BACH2> Bachelor 2 Gr02;Reseaux et telecoms;08/05/2026;14:00:00;2;ECE INGENIEUR;Eiffel 4;7531.04
MARTINEZ CARLOS;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Computer Vision;08/05/2026;18:30:00;2;ECE MASTER;Eiffel 4;7532.03
MICHEL PIERRE;Salle - I-408 (M) (28);<BACH2> Bachelor 2 Gr01;Informatique PREPA;08/05/2026;13:00:00;1;ECE PREPA;Eiffel 4;7544.05
VINCENT MARC;Salle - I-408 (M) (28);<PREPA1> Prepa 1ere annee Gr02;Cybersecurite;08/05/2026;15:15:00;2;ECE MASTER;Eiffel 4;7540.03
BENALI KARIM;Salle - I-408 (M) (28);<CLASSES> Ing2 Gr03;Anglais PREPA;08/05/2026;17:30:00;1;ECE PREPA;Eiffel 4;7541.02
CHEVALIER MAXIME;Salle - I-408 (M) (28);<CLASSES> Ing2 Gr02;Ressources humaines;08/05/2026;18:30:00;1;ECE BACHELOR;Eiffel 4;7542.02
THOMAS ALICE;Salle - I-408 (M) (28);<PREPA1> Prepa 1ere annee Gr02;Protocoles IoT;08/05/2026;19:45:00;1;ECE INGENIEUR;Eiffel 4;7543.04
CHEVALIER MAXIME;Salle - J-502 (M) (32);<Ing2 NVX> Ing2 Nouveaux;Thermodynamique;08/05/2026;08:30:00;2;ECE PREPA;Eiffel 4;7535.05
MARTIN SOPHIE;Salle - J-502 (M) (32);<BACH1> Bachelor 1 Gr01;Informatique PREPA;08/05/2026;10:45:00;2;ECE PREPA;Eiffel 4;7537.02
DUPONT JEAN;Salle - J-502 (M) (32);<CLASSES> Ing3 Gr03;Business Intelligence;08/05/2026;14:00:00;1;ECE BACHELOR;Eiffel 4;7534.05
MULLER STEFAN;Salle - J-502 (M) (32);<Ing2 NVX> Ing2 Nouveaux;Computer Vision;08/05/2026;15:15:00;1;ECE MASTER;Eiffel 4;7533.01
GULDNER NAJMA;Salle - J-502 (M) (32);<CLASSES> Ing3 Gr02;Computer Vision;08/05/2026;17:30:00;2;ECE MASTER;Eiffel 4;7536.02
GARCIA ELENA;Salle - J-504 (M) (62) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Thermodynamique;08/05/2026;14:00:00;2;ECE PREPA;Eiffel 4;7605.01
MARTINEZ CARLOS;Salle - J-505 (M) (35);<MAST1> Master 1 Cloud;Informatique PREPA;08/05/2026;13:00:00;1;ECE PREPA;Eiffel 4;7647.03
GULDNER NAJMA;Salle - J-505 (M) (35);<CLASSES> Ing4 Gr01;Economie d'entreprise;08/05/2026;14:00:00;2;ECE BACHELOR;Eiffel 4;7646.02
KHOURY CLAUDE;Salle - J-505 (M) (35);<BACH2> Bachelor 2 Gr01;Blockchain et cryptographie;08/05/2026;15:15:00;2;ECE MASTER;Eiffel 4;7644.02
MOKHBER ARASH;Salle - J-505 (M) (35);<CLASSES> Ing2 Gr02;DevOps et CI/CD;08/05/2026;19:45:00;1;ECE MASTER;Eiffel 4;7645.05
HAJ HAMAD IMEN;Salle 102 - 136 QDC (F) (71);<CLASSES> Ing2 Gr06;Protocoles IoT;08/05/2026;13:00:00;2;ECE INGENIEUR;Chartrons(136);7581.01
ROUX NICOLAS;Salle 102 - 136 QDC (F) (71);<MAST1> Master 1 Cloud;Energie renouvelable;08/05/2026;14:00:00;1;ECE INGENIEUR;Chartrons(136);7580.05
LEFEBVRE JULIE;Salle 102 - 136 QDC (F) (71);<CLASSES> Ing2 Gr01;Chimie PREPA;08/05/2026;18:30:00;1;ECE PREPA;Chartrons(136);7582.05
VIDAL PAULINE;Salle 103 - 136 QDC (F) (59);<MAST2> Master 2 DevOps;Blockchain et cryptographie;08/05/2026;18:30:00;1;ECE MASTER;Chartrons(136);7555.04
CHEVALIER MAXIME;Salle 105 - 136 QDC (F) (99);<Ing2 NVX> Ing2 Nouveaux;Anglais PREPA;08/05/2026;17:30:00;1;ECE PREPA;Chartrons(136);7650.01
MICHEL PIERRE;Salle 105 - 136 QDC (F) (99);<MAST1> Master 1 Cybersec;Informatique PREPA;08/05/2026;19:45:00;1;ECE PREPA;Chartrons(136);7649.03
BENALI KARIM;Salle 106 - 136 QDC (F) (81);<MAST2> Master 2 DevOps;Comptabilite analytique;08/05/2026;10:45:00;2;ECE BACHELOR;Chartrons(136);7608.03
LEFEBVRE JULIE;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr04;Systemes embarques;08/05/2026;13:00:00;1;ECE INGENIEUR;Chartrons(136);7607.01
DUPONT JEAN;Salle 106 - 136 QDC (F) (81);<MAST1> Master 1 Cloud;Anglais PREPA;08/05/2026;14:00:00;2;ECE PREPA;Chartrons(136);7609.05
GULDNER NAJMA;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr04;Thermodynamique;08/05/2026;17:30:00;2;ECE PREPA;Chartrons(136);7610.04
CHEVALIER MAXIME;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing3 Gr01;NLP;08/05/2026;19:45:00;1;ECE MASTER;Chartrons(136);7606.03
MICHEL PIERRE;Salle 108 - 136 QDC (40);<CLASSES> Ing2 Gr04;Robotique;08/05/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);7572.05
NGUYEN THANH;Salle 108 - 136 QDC (40);<CLASSES> Ing3 Gr02;Automatique;08/05/2026;14:00:00;2;ECE INGENIEUR;Chartrons(136);7571.02
ROBIN CAMILLE;Salle 109 - 136 QDC (40);<CLASSES> Ing2 Gr02;Traitement du signal;08/05/2026;08:30:00;1;ECE INGENIEUR;Chartrons(136);7575.03
DUPONT JEAN;Salle 109 - 136 QDC (40);<PREPA2> Prepa 2eme annee Gr02;Blockchain et cryptographie;08/05/2026;10:45:00;1;ECE MASTER;Chartrons(136);7577.04
KHOURY CLAUDE;Salle 109 - 136 QDC (40);<CLASSES> Ing2 Gr02;Marketing digital;08/05/2026;19:45:00;1;ECE BACHELOR;Chartrons(136);7576.03
MARTINEZ CARLOS;Salle C-0.13 - E3 (40);<PREPA2> Prepa 2eme annee Gr02;Protocoles IoT;08/05/2026;13:00:00;2;ECE INGENIEUR;Eiffel 3;7573.01
NGUYEN THANH;Salle C-0.13 - E3 (40);<BACH2> Bachelor 2 Gr02;Management;08/05/2026;19:45:00;1;ECE BACHELOR;Eiffel 3;7574.04
ROUX NICOLAS;Salle C-0.14 - E3 (40);<CLASSES> Ing2 Gr04;Mathematiques PREPA;08/05/2026;13:00:00;2;ECE PREPA;Eiffel 3;7519.01
LECLERC PAUL;Salle C-0.14 - E3 (40);<MAST2> Master 2 IA;Electrostatique;08/05/2026;14:00:00;2;ECE PREPA;Eiffel 3;7518.05
GARCIA ELENA;Salle C-0.14 - E3 (40);<CLASSES> Ing3 Gr01;Blockchain et cryptographie;08/05/2026;15:15:00;1;ECE MASTER;Eiffel 3;7517.02
SIMON THOMAS;Salle C-0.14 - E3 (40);<PREPA2> Prepa 2eme annee Gr02;Conception numerique sur FPGA;08/05/2026;18:30:00;1;ECE INGENIEUR;Eiffel 3;7515.02
MOKHBER ARASH;Salle C-0.14 - E3 (40);<PREPA2> Prepa 2eme annee Gr01;Thermodynamique;08/05/2026;19:45:00;1;ECE PREPA;Eiffel 3;7516.02
MOREAU EMILIE;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing3 Gr03;Anglais PREPA;08/05/2026;10:45:00;2;ECE PREPA;Eiffel 3;7611.04
SIMON THOMAS;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing3 Gr02;Protocoles IoT;08/05/2026;14:00:00;1;ECE INGENIEUR;Eiffel 3;7613.02
LECLERC PAUL;Salle C-1.06 - E3 (M) (40);<BACH2> Bachelor 2 Gr02;Machine Learning;08/05/2026;15:15:00;1;ECE MASTER;Eiffel 3;7612.05
ROUSSEAU LISA;Salle C-1.06 - E3 (M) (40);<MAST2> Master 2 DevOps;DevOps et CI/CD;08/05/2026;18:30:00;2;ECE MASTER;Eiffel 3;7614.01
KHOURY CLAUDE;Salle C-1.07 - E3 (M) (40);<MAST2> Master 2 DevOps;Marketing digital;08/05/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;7597.03
MULLER STEFAN;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr01;Cloud Computing;08/05/2026;13:00:00;1;ECE MASTER;Eiffel 3;7599.02
CHEVALIER MAXIME;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr04;Electrostatique;08/05/2026;15:15:00;1;ECE PREPA;Eiffel 3;7595.01
LAURENT MARIE;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr01;Electrostatique;08/05/2026;17:30:00;2;ECE PREPA;Eiffel 3;7598.03
FONTAINE ANNA;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing2 Gr04;DevOps et CI/CD;08/05/2026;18:30:00;1;ECE MASTER;Eiffel 3;7596.04
LECLERC PAUL;Salle C-2.03 - E3 (F) (36) (Meet-up);<MAST1> Master 1 DataScience;Management;08/05/2026;10:45:00;2;ECE BACHELOR;Eiffel 3;7635.05
LEROY INÈS;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing4 Gr02;Ressources humaines;08/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 3;7638.04
PETIT ANTOINE;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing2 Gr01;Management;08/05/2026;14:00:00;1;ECE BACHELOR;Eiffel 3;7636.05
DUBOIS LUCAS;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing2 Gr04;Blockchain et cryptographie;08/05/2026;17:30:00;2;ECE MASTER;Eiffel 3;7637.03
MOKHBER ARASH;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing4 Gr01;Architecture logicielle;08/05/2026;19:45:00;1;ECE MASTER;Eiffel 3;7639.02
MOKHBER ARASH;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr03;Cybersecurite;08/05/2026;08:30:00;2;ECE MASTER;Eiffel 1;7600.02
ROUX NICOLAS;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Chimie PREPA;08/05/2026;10:45:00;1;ECE PREPA;Eiffel 1;7604.01
FONTAINE ANNA;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Anglais PREPA;08/05/2026;13:00:00;2;ECE PREPA;Eiffel 1;7602.01
VIDAL PAULINE;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr03;Computer Vision;08/05/2026;17:30:00;2;ECE MASTER;Eiffel 1;7603.03
ROUX NICOLAS;Salle EM216 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr01;Data Science avancee;08/05/2026;19:45:00;1;ECE MASTER;Eiffel 1;7601.05
SIMON THOMAS;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Microcontroleurs;08/05/2026;08:30:00;1;ECE INGENIEUR;Eiffel 1;7553.02
THOMAS ALICE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Reseaux et telecoms;08/05/2026;14:00:00;1;ECE INGENIEUR;Eiffel 1;7551.04
PETIT ANTOINE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;IA Ingenieur;08/05/2026;18:30:00;1;ECE INGENIEUR;Eiffel 1;7552.01
SIMON THOMAS;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Chimie PREPA;08/05/2026;19:45:00;1;ECE PREPA;Eiffel 1;7554.03
LEFEBVRE JULIE;Salle EM220 - E1 (M) (48);<BACH3> Bachelor 3 Gr01;Business Intelligence;08/05/2026;08:30:00;1;ECE BACHELOR;Eiffel 1;7578.01
PETIT ANTOINE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing4 Gr02;Microcontroleurs;08/05/2026;13:00:00;2;ECE INGENIEUR;Eiffel 1;7548.04
CHEVALIER MAXIME;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Computer Vision;08/05/2026;15:15:00;1;ECE MASTER;Eiffel 1;7546.01
MICHEL PIERRE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 IA;Cybersecurite;08/05/2026;17:30:00;2;ECE MASTER;Eiffel 1;7547.03
PETIT ANTOINE;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST1> Master 1 Cloud;Traitement du signal;08/05/2026;18:30:00;2;ECE INGENIEUR;Eiffel 1;7550.02
LAMBERT HUGO;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Thermodynamique;08/05/2026;19:45:00;1;ECE PREPA;Eiffel 1;7549.02
LAURENT MARIE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr06;Architecture logicielle;08/05/2026;10:45:00;2;ECE MASTER;Eiffel 1;7629.05
ROUX NICOLAS;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Electrostatique;08/05/2026;18:30:00;1;ECE PREPA;Eiffel 1;7651.04
BERNARD CLAIRE;Salle EM317 - E1 (M) (49);<PREPA1> Prepa 1ere annee Gr01;Computer Vision;08/05/2026;08:30:00;1;ECE MASTER;Eiffel 1;7557.01
MOKHBER ARASH;Salle EM317 - E1 (M) (49);<MAST2> Master 2 DevOps;Audit SI;08/05/2026;17:30:00;1;ECE MASTER;Eiffel 1;7556.05
DAVID SARAH;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH3> Bachelor 3 Gr01;Informatique PREPA;08/05/2026;13:00:00;1;ECE PREPA;Eiffel 1;7591.04
FONTAINE ANNA;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Systemes embarques;08/05/2026;15:15:00;2;ECE INGENIEUR;Eiffel 1;7592.04
ROBIN CAMILLE;Salle EM410 - E1 (M) (35);<CLASSES> Ing2 Gr05;Communication;08/05/2026;08:30:00;2;ECE BACHELOR;Eiffel 1;7513.04
MOKHBER ARASH;Salle EM410 - E1 (M) (35);<CLASSES> Ing4 Gr02;Systemes embarques;08/05/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;7514.04
MOREAU EMILIE;Salle EM410 - E1 (M) (35);<MAST1> Master 1 Cybersec;Economie d'entreprise;08/05/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;7512.03
NGUYEN THANH;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<CLASSES> Ing2 Gr02;Traitement du signal;08/05/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;7624.05
MICHEL PIERRE;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<BACH2> Bachelor 2 Gr01;Informatique PREPA;08/05/2026;13:00:00;2;ECE PREPA;Eiffel 1;7623.03
DUBOIS LUCAS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing3 Gr02;Comptabilite analytique;11/05/2026;10:45:00;2;ECE BACHELOR;Coeur defense;7749.05
ROBIN CAMILLE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr05;Electronique ING2;11/05/2026;15:15:00;1;ECE INGENIEUR;Coeur defense;7747.02
LEROY INÈS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr03;Conception numerique sur FPGA;11/05/2026;17:30:00;1;ECE INGENIEUR;Coeur defense;7748.02
ROBIN CAMILLE;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<BACH1> Bachelor 1 Gr02;Automatique;11/05/2026;18:30:00;1;ECE INGENIEUR;Coeur defense;7726.05
DUPONT JEAN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing4 Gr02;Marketing digital;11/05/2026;13:00:00;2;ECE BACHELOR;Coeur defense;7667.01
BERNARD CLAIRE;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing3 Gr01;Electronique de puissance;11/05/2026;17:30:00;2;ECE INGENIEUR;Coeur defense;7666.03
DUPONT JEAN;CD-6.12 N - Co-DF (M) (30) (Clevertouch);<BACH2> Bachelor 2 Gr02;RGPD et conformite;11/05/2026;08:30:00;2;ECE MASTER;Coeur defense;7702.01
PETIT ANTOINE;E5-S-1.05 (47);<BACH1> Bachelor 1 Gr02;Gestion de projet;11/05/2026;08:30:00;2;ECE BACHELOR;Eiffel 5;7750.02
MOKHBER ARASH;E5-S-2.05 (F) (49);<BACH1> Bachelor 1 Gr02;Intelligence artificielle;11/05/2026;10:45:00;1;ECE MASTER;Eiffel 5;7734.01
THOMAS ALICE;E5-S-2.05 (F) (49);<BACH2> Bachelor 2 Gr02;Marketing digital;11/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 5;7737.01
DUPONT JEAN;E5-S-2.05 (F) (49);<PREPA1> Prepa 1ere annee Gr02;Electrostatique;11/05/2026;15:15:00;1;ECE PREPA;Eiffel 5;7736.03
MARTIN SOPHIE;E5-S-2.05 (F) (49);<CLASSES> Ing3 Gr02;Cloud Computing;11/05/2026;19:45:00;1;ECE MASTER;Eiffel 5;7735.05
MULLER STEFAN;G4-H18 (M) (40);<CLASSES> Ing2 Gr03;Electrostatique;11/05/2026;13:00:00;2;ECE PREPA;Bacalan (H18);7680.02
WILSON JAMES;G4-H18 (M) (40);<PREPA1> Prepa 1ere annee Gr02;Data Science avancee;11/05/2026;14:00:00;2;ECE MASTER;Bacalan (H18);7682.03
SIMON THOMAS;G4-H18 (M) (40);<BACH2> Bachelor 2 Gr01;Protocoles IoT;11/05/2026;15:15:00;1;ECE INGENIEUR;Bacalan (H18);7681.05
VINCENT MARC;G4-H18 (M) (40);<CLASSES> Ing3 Gr03;IA Ingenieur;11/05/2026;18:30:00;1;ECE INGENIEUR;Bacalan (H18);7679.03
MULLER STEFAN;G4-H18 (M) (40);<CLASSES> Ing2 Gr02;Chimie PREPA;11/05/2026;19:45:00;1;ECE PREPA;Bacalan (H18);7683.04
ROUSSEAU LISA;Salle - A-303 (F) (42) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Physique PREPA;11/05/2026;08:30:00;2;ECE PREPA;Eiffel 2;7752.02
WILSON JAMES;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing2 Gr02;Mathematiques PREPA;11/05/2026;13:00:00;1;ECE PREPA;Eiffel 2;7755.01
VIDAL PAULINE;Salle - A-303 (F) (42) (Meet-up);<MAST1> Master 1 Cybersec;Data Science avancee;11/05/2026;14:00:00;2;ECE MASTER;Eiffel 2;7753.02
SIMON THOMAS;Salle - A-303 (F) (42) (Meet-up);<MAST2> Master 2 IA;Anglais PREPA;11/05/2026;15:15:00;1;ECE PREPA;Eiffel 2;7754.03
WILSON JAMES;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing2 Gr02;Chimie PREPA;11/05/2026;18:30:00;2;ECE PREPA;Eiffel 2;7756.04
LECLERC PAUL;Salle - A-306 (M) (35) (Jabra);<BACH2> Bachelor 2 Gr01;Electrostatique;11/05/2026;08:30:00;1;ECE PREPA;Eiffel 2;7674.01
HAJ HAMAD IMEN;Salle - A-306 (M) (35) (Jabra);<BACH2> Bachelor 2 Gr01;Finance d'entreprise;11/05/2026;10:45:00;1;ECE BACHELOR;Eiffel 2;7673.01
DUBOIS LUCAS;Salle - A-310 (F) (46) (Meet-up);<MAST1> Master 1 Cybersec;Thermodynamique;11/05/2026;13:00:00;1;ECE PREPA;Eiffel 2;7699.04
MULLER STEFAN;Salle - A-310 (F) (46) (Meet-up);<BACH1> Bachelor 1 Gr02;Marketing digital;11/05/2026;14:00:00;1;ECE BACHELOR;Eiffel 2;7700.05
VIDAL PAULINE;Salle - A-310 (F) (46) (Meet-up);<BACH1> Bachelor 1 Gr02;Robotique;11/05/2026;17:30:00;1;ECE INGENIEUR;Eiffel 2;7697.05
LAMBERT HUGO;Salle - A-310 (F) (46) (Meet-up);<MAST2> Master 2 DevOps;Automatique;11/05/2026;19:45:00;1;ECE INGENIEUR;Eiffel 2;7698.05
LEROY INÈS;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing4 Gr02;Energie renouvelable;11/05/2026;18:30:00;1;ECE INGENIEUR;Eiffel 2;7668.01
ROUSSEAU LISA;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<BACH3> Bachelor 3 Gr01;Electronique de puissance;11/05/2026;10:45:00;1;ECE INGENIEUR;Eiffel 2;7692.01
THOMAS ALICE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr02;Machine Learning;11/05/2026;14:00:00;2;ECE MASTER;Eiffel 2;7688.02
NGUYEN THANH;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing4 Gr01;RGPD et conformite;11/05/2026;15:15:00;2;ECE MASTER;Eiffel 2;7690.01
WILSON JAMES;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Management;11/05/2026;17:30:00;1;ECE BACHELOR;Eiffel 2;7691.02
BENALI KARIM;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Traitement du signal;11/05/2026;19:45:00;1;ECE INGENIEUR;Eiffel 2;7689.04
DAVID SARAH;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing2 Gr02;Electronique de puissance;11/05/2026;08:30:00;1;ECE INGENIEUR;Eiffel 2;7721.05
GARCIA ELENA;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing4 Gr01;Droit des affaires;11/05/2026;10:45:00;1;ECE BACHELOR;Eiffel 2;7725.02
MOKHBER ARASH;Salle - B-305 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Economie d'entreprise;11/05/2026;13:00:00;2;ECE BACHELOR;Eiffel 2;7724.03
ROBIN CAMILLE;Salle - B-305 (F) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Management;11/05/2026;17:30:00;2;ECE BACHELOR;Eiffel 2;7722.04
BENALI KARIM;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Anglais PREPA;11/05/2026;19:45:00;1;ECE PREPA;Eiffel 2;7723.03
FONTAINE ANNA;Salle - E-304 (F) (50) (Meet-up);<BACH2> Bachelor 2 Gr02;Systemes embarques;11/05/2026;08:30:00;1;ECE INGENIEUR;Eiffel 2;7652.02
GULDNER NAJMA;Salle - E-304 (F) (50) (Meet-up);<MAST1> Master 1 Cloud;Gestion de projet;11/05/2026;14:00:00;1;ECE BACHELOR;Eiffel 2;7653.01
PETIT ANTOINE;Salle - E-304 (F) (50) (Meet-up);<CLASSES> Ing3 Gr01;Gestion de projet;11/05/2026;15:15:00;2;ECE BACHELOR;Eiffel 2;7654.02
BERNARD CLAIRE;Salle - F-301 (M) (28) (Jabra);<Ing2 NVX> Ing2 Nouveaux;Finance d'entreprise;11/05/2026;10:45:00;2;ECE BACHELOR;Lyon Universite (25);7670.03
LAURENT MARIE;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr02;Physique PREPA;11/05/2026;14:00:00;1;ECE PREPA;Lyon Universite (25);7671.01
GARCIA ELENA;Salle - F-301 (M) (28) (Jabra);<PREPA1> Prepa 1ere annee Gr01;RGPD et conformite;11/05/2026;18:30:00;2;ECE MASTER;Lyon Universite (25);7672.05
LAURENT MARIE;Salle - F-301 (M) (28) (Jabra);<MAST1> Master 1 Cybersec;Robotique;11/05/2026;19:45:00;1;ECE INGENIEUR;Lyon Universite (25);7669.01
DUBOIS LUCAS;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr06;Gestion de projet;11/05/2026;08:30:00;2;ECE BACHELOR;Lyon Universite (25);7731.03
GARCIA ELENA;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr03;Electrostatique;11/05/2026;13:00:00;2;ECE PREPA;Lyon Universite (25);7693.03
