[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
WILSON JAMES;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 Cybersec;Finance d'entreprise;16/03/2026;13:00:00;1;ECE BACHELOR;Coeur defense;1926.05
MICHEL PIERRE;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing2 Gr04;Traitement du signal;16/03/2026;19:45:00;1;ECE INGENIEUR;Coeur defense;1925.01
SIMON THOMAS;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing4 Gr01;Cybersecurite;16/03/2026;10:45:00;1;ECE MASTER;Coeur defense;1892.01
LECLERC PAUL;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<CLASSES> Ing2 Gr03;Intelligence artificielle;16/03/2026;13:00:00;2;ECE MASTER;Coeur defense;1891.05
MARTIN SOPHIE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<PREPA2> Prepa 2eme annee Gr01;Comptabilite analytique;16/03/2026;19:45:00;1;ECE BACHELOR;Coeur defense;1890.03
DUPONT JEAN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr01;Mathematiques PREPA;16/03/2026;10:45:00;2;ECE PREPA;Coeur defense;1919.04
DUPONT JEAN;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<MAST2> Master 2 IA;Physique PREPA;16/03/2026;13:00:00;2;ECE PREPA;Coeur defense;1920.01
DAVID SARAH;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<CLASSES> Ing2 Gr01;Reseaux et telecoms;16/03/2026;14:00:00;1;ECE INGENIEUR;Coeur defense;1917.03
THOMAS ALICE;CD-5.16 N - Co-DF (M) (46) (Clevertouch);<MAST2> Master 2 IA;Anglais PREPA;16/03/2026;17:30:00;1;ECE PREPA;Coeur defense;1918.01
HAJ HAMAD IMEN;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Management;16/03/2026;17:30:00;1;ECE BACHELOR;Coeur defense;1883.01
LAMBERT HUGO;E5-S-1.05 (47);<CLASSES> Ing2 Gr03;Comptabilite analytique;16/03/2026;08:30:00;1;ECE BACHELOR;Eiffel 5;1936.03
MICHEL PIERRE;E5-S-1.05 (47);<BACH2> Bachelor 2 Gr01;Data Science;16/03/2026;14:00:00;1;ECE MASTER;Eiffel 5;1937.03
SIMON THOMAS;E5-S-1.05 (47);<CLASSES> Ing4 Gr01;Gestion de projet;16/03/2026;15:15:00;1;ECE BACHELOR;Eiffel 5;1935.01
MICHEL PIERRE;E5-S-2.05 (F) (49);<MAST2> Master 2 IA;Cybersecurite;16/03/2026;10:45:00;1;ECE MASTER;Eiffel 5;1889.01
GULDNER NAJMA;G4-H18 (M) (40);<PREPA2> Prepa 2eme annee Gr02;Data Science;16/03/2026;13:00:00;1;ECE MASTER;Bacalan (H18);1866.03
GULDNER NAJMA;G4-H18 (M) (40);<CLASSES> Ing2 Gr05;Cloud Computing;16/03/2026;15:15:00;1;ECE MASTER;Bacalan (H18);1864.04
LEFEBVRE JULIE;G4-H18 (M) (40);<PREPA2> Prepa 2eme annee Gr01;Intelligence artificielle;16/03/2026;18:30:00;2;ECE MASTER;Bacalan (H18);1867.05
DUPONT JEAN;G4-H18 (M) (40);<CLASSES> Ing2 Gr04;Informatique PREPA;16/03/2026;19:45:00;1;ECE PREPA;Bacalan (H18);1865.05
FONTAINE ANNA;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing2 Gr01;Conception numerique sur FPGA;16/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 2;1871.03
GARCIA ELENA;Salle - A-303 (F) (42) (Meet-up);<CLASSES> Ing4 Gr01;Mathematiques PREPA;16/03/2026;19:45:00;1;ECE PREPA;Eiffel 2;1870.02
MOREAU EMILIE;Salle - A-306 (M) (35) (Jabra);<BACH2> Bachelor 2 Gr01;Conception numerique sur FPGA;16/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 2;1860.03
KHOURY CLAUDE;Salle - A-306 (M) (35) (Jabra);<MAST1> Master 1 Cybersec;Physique PREPA;16/03/2026;14:00:00;1;ECE PREPA;Eiffel 2;1861.01
ROUX NICOLAS;Salle - A-307 (F) (42) (Meet-up);<MAST2> Master 2 IA;Gestion de projet;16/03/2026;13:00:00;2;ECE BACHELOR;Eiffel 2;1846.02
HAJ HAMAD IMEN;Salle - A-307 (F) (42) (Meet-up);<CLASSES> Ing2 Gr04;Physique PREPA;16/03/2026;14:00:00;1;ECE PREPA;Eiffel 2;1845.02
LECLERC PAUL;Salle - A-307 (F) (42) (Meet-up);<CLASSES> Ing2 Gr05;Electronique ING2;16/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 2;1847.02
DUPONT JEAN;Salle - A-310 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Anglais PREPA;16/03/2026;10:45:00;1;ECE PREPA;Eiffel 2;1859.01
KHOURY CLAUDE;Salle - A-310 (F) (46) (Meet-up);<MAST2> Master 2 IA;Mathematiques PREPA;16/03/2026;14:00:00;1;ECE PREPA;Eiffel 2;1858.01
BERNARD CLAIRE;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing2 Gr03;Cloud Computing;16/03/2026;18:30:00;1;ECE MASTER;Eiffel 2;1916.01
GARCIA ELENA;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr02;Automatique;16/03/2026;10:45:00;1;ECE INGENIEUR;Eiffel 2;1851.03
MARTIN SOPHIE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Chimie PREPA;16/03/2026;13:00:00;2;ECE PREPA;Eiffel 2;1848.04
DUPONT JEAN;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Systemes embarques;16/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 2;1849.04
VINCENT MARC;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr01;Reseaux et telecoms;16/03/2026;17:30:00;2;ECE INGENIEUR;Eiffel 2;1850.05
ROUX NICOLAS;Salle - F-301 (M) (28) (Jabra);<BACH1> Bachelor 1 Gr01;Cloud Computing;16/03/2026;08:30:00;2;ECE MASTER;Lyon Universite (25);1882.04
DUBOIS LUCAS;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr04;Intelligence artificielle;16/03/2026;13:00:00;2;ECE MASTER;Lyon Universite (25);1881.01
MOKHBER ARASH;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr03;Anglais PREPA;16/03/2026;14:00:00;2;ECE PREPA;Lyon Universite (25);1880.01
FONTAINE ANNA;Salle - F-301 (M) (28) (Jabra);<CLASSES> Ing2 Gr05;Electronique ING2;16/03/2026;18:30:00;2;ECE INGENIEUR;Lyon Universite (25);1879.05
VINCENT MARC;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr03;Informatique PREPA;16/03/2026;10:45:00;2;ECE PREPA;Lyon Universite (25);1901.02
THOMAS ALICE;Salle - F-302 (M) (36) (Jabra);<PREPA2> Prepa 2eme annee Gr01;Reseaux et telecoms;16/03/2026;17:30:00;2;ECE INGENIEUR;Lyon Universite (25);1902.03
LEFEBVRE JULIE;Salle - F-302 (M) (36) (Jabra);<MAST2> Master 2 IA;Architecture logicielle;16/03/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);1903.03
HAJ HAMAD IMEN;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing3 Gr01;Chimie PREPA;16/03/2026;13:00:00;2;ECE PREPA;Lyon Universite (25);1909.01
MICHEL PIERRE;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing3 Gr02;Architecture logicielle;16/03/2026;15:15:00;1;ECE MASTER;Lyon Universite (25);1908.04
LEFEBVRE JULIE;Salle - F-304 (F) (49) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Conception numerique sur FPGA;16/03/2026;18:30:00;1;ECE INGENIEUR;Lyon Universite (25);1910.04
VINCENT MARC;Salle - F-304 (F) (49) (Meet-up);<BACH2> Bachelor 2 Gr01;Architecture logicielle;16/03/2026;19:45:00;1;ECE MASTER;Lyon Universite (25);1907.02
ROUX NICOLAS;Salle - F-305 (F) (50) (Meet-up);<MAST1> Master 1 DataScience;Traitement du signal;16/03/2026;10:45:00;2;ECE INGENIEUR;Lyon Universite (25);1854.04
THOMAS ALICE;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing3 Gr01;Traitement du signal;16/03/2026;13:00:00;2;ECE INGENIEUR;Lyon Universite (25);1855.03
DUBOIS LUCAS;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing3 Gr02;Reseaux et telecoms;16/03/2026;17:30:00;2;ECE INGENIEUR;Lyon Universite (25);1853.05
FONTAINE ANNA;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing3 Gr01;Finance d'entreprise;16/03/2026;18:30:00;1;ECE BACHELOR;Lyon Universite (25);1852.04
ROUX NICOLAS;Salle - G-301 (M) (32) (Meet-up);<CLASSES> Ing3 Gr02;IA Ingenieur;16/03/2026;08:30:00;1;ECE INGENIEUR;Lyon Universite (25);1856.02
MOKHBER ARASH;Salle - G-302 (F) (47) (Meet-up);<MAST1> Master 1 Cybersec;Marketing digital;16/03/2026;14:00:00;2;ECE BACHELOR;Lyon Universite (25);1863.04
LAMBERT HUGO;Salle - G-302 (F) (47) (Meet-up);<CLASSES> Ing3 Gr02;Automatique;16/03/2026;17:30:00;2;ECE INGENIEUR;Lyon Universite (25);1862.02
ROUX NICOLAS;Salle - I-402 (M) (40) (Meet-up);<MAST1> Master 1 DataScience;Mathematiques PREPA;16/03/2026;18:30:00;1;ECE PREPA;Eiffel 4;1893.01
MOKHBER ARASH;Salle - I-402 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Cybersecurite;16/03/2026;19:45:00;1;ECE MASTER;Eiffel 4;1894.03
MARTIN SOPHIE;Salle - I-403 (M) (45) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Cloud Computing;16/03/2026;08:30:00;2;ECE MASTER;Eiffel 4;1927.05
DUBOIS LUCAS;Salle - I-403 (M) (45) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Physique PREPA;16/03/2026;13:00:00;1;ECE PREPA;Eiffel 4;1928.01
LAURENT MARIE;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing3 Gr01;Cybersecurite;16/03/2026;14:00:00;2;ECE MASTER;Eiffel 4;1929.01
THOMAS ALICE;Salle - I-405 (M) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Physique PREPA;16/03/2026;10:45:00;1;ECE PREPA;Eiffel 4;1888.05
MARTIN SOPHIE;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Management;16/03/2026;17:30:00;1;ECE BACHELOR;Eiffel 4;1887.05
MOREAU EMILIE;Salle - I-406 (M) (33);<BACH1> Bachelor 1 Gr01;Cybersecurite;16/03/2026;08:30:00;2;ECE MASTER;Eiffel 4;1838.02
KHOURY CLAUDE;Salle - I-406 (M) (33);<MAST1> Master 1 Cybersec;Chimie PREPA;16/03/2026;13:00:00;2;ECE PREPA;Eiffel 4;1837.01
DUPONT JEAN;Salle - I-406 (M) (33);<PREPA2> Prepa 2eme annee Gr02;DevOps;16/03/2026;18:30:00;2;ECE MASTER;Eiffel 4;1839.01
ROUSSEAU LISA;Salle - I-406 (M) (33);<CLASSES> Ing3 Gr02;Data Science;16/03/2026;19:45:00;1;ECE MASTER;Eiffel 4;1836.02
FONTAINE ANNA;Salle - J-501 (M) (40) (Meet-up);<MAST2> Master 2 IA;DevOps;16/03/2026;13:00:00;2;ECE MASTER;Eiffel 4;1841.04
SIMON THOMAS;Salle - J-502 (M) (32);<CLASSES> Ing2 Gr03;Automatique;16/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 4;1930.04
MARTIN SOPHIE;Salle - J-502 (M) (32);<CLASSES> Ing3 Gr02;Reseaux et telecoms;16/03/2026;10:45:00;1;ECE INGENIEUR;Eiffel 4;1931.02
HAJ HAMAD IMEN;Salle - J-502 (M) (32);<BACH1> Bachelor 1 Gr02;Marketing digital;16/03/2026;15:15:00;2;ECE BACHELOR;Eiffel 4;1932.04
VINCENT MARC;Salle 102 - 136 QDC (F) (71);<Ing2 NVX> Ing2 Nouveaux;Traitement du signal;16/03/2026;15:15:00;2;ECE INGENIEUR;Chartrons(136);1906.01
ROUX NICOLAS;Salle 103 - 136 QDC (F) (59);<MAST2> Master 2 IA;Physique PREPA;16/03/2026;15:15:00;1;ECE PREPA;Chartrons(136);1933.02
MARTIN SOPHIE;Salle 103 - 136 QDC (F) (59);<CLASSES> Ing3 Gr01;Intelligence artificielle;16/03/2026;19:45:00;1;ECE MASTER;Chartrons(136);1934.02
ROUSSEAU LISA;Salle 105 - 136 QDC (F) (99);<MAST1> Master 1 Cybersec;Anglais PREPA;16/03/2026;13:00:00;2;ECE PREPA;Chartrons(136);1886.04
HAJ HAMAD IMEN;Salle 105 - 136 QDC (F) (99);<CLASSES> Ing2 Gr04;Data Science;16/03/2026;17:30:00;2;ECE MASTER;Chartrons(136);1884.02
ROUSSEAU LISA;Salle 105 - 136 QDC (F) (99);<MAST2> Master 2 IA;IA Ingenieur;16/03/2026;19:45:00;1;ECE INGENIEUR;Chartrons(136);1885.02
ROUX NICOLAS;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing2 Gr04;Droit des affaires;16/03/2026;13:00:00;1;ECE BACHELOR;Chartrons(136);1939.03
DAVID SARAH;Salle 106 - 136 QDC (F) (81);<MAST1> Master 1 Cybersec;Automatique;16/03/2026;14:00:00;1;ECE INGENIEUR;Chartrons(136);1938.02
THOMAS ALICE;Salle C-0.13 - E3 (40);<BACH2> Bachelor 2 Gr01;DevOps;16/03/2026;08:30:00;2;ECE MASTER;Eiffel 3;1844.04
MARTIN SOPHIE;Salle C-0.13 - E3 (40);<MAST1> Master 1 DataScience;Electronique ING2;16/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 3;1842.01
HAJ HAMAD IMEN;Salle C-0.13 - E3 (40);<MAST2> Master 2 IA;Management;16/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 3;1843.04
ROUSSEAU LISA;Salle C-0.14 - E3 (40);<Ing2 NVX> Ing2 Nouveaux;Architecture logicielle;16/03/2026;10:45:00;1;ECE MASTER;Eiffel 3;1923.04
KHOURY CLAUDE;Salle C-0.14 - E3 (40);<MAST1> Master 1 Cybersec;Robotique;16/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 3;1922.05
MOKHBER ARASH;Salle C-0.14 - E3 (40);<CLASSES> Ing3 Gr02;Anglais PREPA;16/03/2026;14:00:00;2;ECE PREPA;Eiffel 3;1921.05
BERNARD CLAIRE;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing2 Gr01;Finance d'entreprise;16/03/2026;08:30:00;2;ECE BACHELOR;Eiffel 3;1868.05
DUBOIS LUCAS;Salle C-1.06 - E3 (M) (40);<PREPA2> Prepa 2eme annee Gr02;Traitement du signal;16/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 3;1869.03
HAJ HAMAD IMEN;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 Cybersec;DevOps;16/03/2026;08:30:00;2;ECE MASTER;Eiffel 3;1877.04
DUBOIS LUCAS;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 DataScience;Architecture logicielle;16/03/2026;13:00:00;1;ECE MASTER;Eiffel 3;1876.05
MOREAU EMILIE;Salle C-1.07 - E3 (M) (40);<PREPA2> Prepa 2eme annee Gr01;Traitement du signal;16/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 3;1878.02
HAJ HAMAD IMEN;Salle C-1.07 - E3 (M) (40);<CLASSES> Ing3 Gr01;Traitement du signal;16/03/2026;18:30:00;1;ECE INGENIEUR;Eiffel 3;1875.04
LECLERC PAUL;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Data Science;16/03/2026;14:00:00;1;ECE MASTER;Eiffel 1;1857.01
GULDNER NAJMA;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;IA Ingenieur;16/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 1;1905.01
HAJ HAMAD IMEN;Salle EM222 (Labo Elec) - E1 (F) (40) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Anglais PREPA;16/03/2026;19:45:00;1;ECE PREPA;Eiffel 1;1904.01
KHOURY CLAUDE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr01;Mathematiques PREPA;16/03/2026;08:30:00;2;ECE PREPA;Eiffel 1;1899.02
LEFEBVRE JULIE;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing4 Gr01;Informatique PREPA;16/03/2026;14:00:00;1;ECE PREPA;Eiffel 1;1900.04
BERNARD CLAIRE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;DevOps;16/03/2026;18:30:00;2;ECE MASTER;Eiffel 1;1840.01
MARTIN SOPHIE;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Management;16/03/2026;13:00:00;2;ECE BACHELOR;Eiffel 1;1912.05
LEFEBVRE JULIE;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr02;Physique PREPA;16/03/2026;19:45:00;1;ECE PREPA;Eiffel 1;1911.05
DUBOIS LUCAS;Salle EM317 - E1 (M) (49);<CLASSES> Ing3 Gr01;Chimie PREPA;16/03/2026;10:45:00;1;ECE PREPA;Eiffel 1;1874.03
FONTAINE ANNA;Salle EM317 - E1 (M) (49);<PREPA2> Prepa 2eme annee Gr02;Cybersecurite;16/03/2026;13:00:00;2;ECE MASTER;Eiffel 1;1872.05
ROUX NICOLAS;Salle EM317 - E1 (M) (49);<CLASSES> Ing2 Gr04;Cloud Computing;16/03/2026;15:15:00;1;ECE MASTER;Eiffel 1;1873.04
MARTIN SOPHIE;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing2 Gr02;Informatique PREPA;17/03/2026;17:30:00;1;ECE PREPA;Coeur defense;1967.04
LAURENT MARIE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Systemes embarques;17/03/2026;10:45:00;1;ECE INGENIEUR;Coeur defense;1961.02
SIMON THOMAS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<BACH1> Bachelor 1 Gr01;IA Ingenieur;17/03/2026;14:00:00;2;ECE INGENIEUR;Coeur defense;1960.05
MOREAU EMILIE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Gestion de projet;17/03/2026;17:30:00;2;ECE BACHELOR;Coeur defense;1958.04
LAURENT MARIE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<CLASSES> Ing2 Gr04;Informatique PREPA;17/03/2026;18:30:00;2;ECE PREPA;Coeur defense;1959.02
GARCIA ELENA;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 DataScience;Conception numerique sur FPGA;17/03/2026;08:30:00;1;ECE INGENIEUR;Coeur defense;1954.02
WILSON JAMES;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<MAST2> Master 2 IA;Chimie PREPA;17/03/2026;10:45:00;2;ECE PREPA;Coeur defense;1955.03
ROUSSEAU LISA;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<PREPA2> Prepa 2eme annee Gr02;Gestion de projet;17/03/2026;13:00:00;1;ECE BACHELOR;Coeur defense;1956.02
DAVID SARAH;CD-3.14 N  - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 DataScience;Marketing digital;17/03/2026;14:00:00;1;ECE BACHELOR;Coeur defense;1953.04
ROUSSEAU LISA;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<MAST2> Master 2 IA;Chimie PREPA;17/03/2026;13:00:00;2;ECE PREPA;Coeur defense;2017.02
THOMAS ALICE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<PREPA1> Prepa 1ere annee Gr01;Data Science;17/03/2026;14:00:00;1;ECE MASTER;Coeur defense;2015.05
PETIT ANTOINE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 Cybersec;Conception numerique sur FPGA;17/03/2026;15:15:00;2;ECE INGENIEUR;Coeur defense;2018.04
MARTIN SOPHIE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<BACH1> Bachelor 1 Gr02;Reseaux et telecoms;17/03/2026;19:45:00;1;ECE INGENIEUR;Coeur defense;2016.01
DAVID SARAH;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<MAST1> Master 1 DataScience;Anglais PREPA;17/03/2026;10:45:00;2;ECE PREPA;Coeur defense;1981.02
LAMBERT HUGO;G4-H18 (M) (40);<CLASSES> Ing2 Gr01;Cloud Computing;17/03/2026;08:30:00;1;ECE MASTER;Bacalan (H18);1986.05
FONTAINE ANNA;G4-H18 (M) (40);<MAST2> Master 2 IA;Physique PREPA;17/03/2026;19:45:00;1;ECE PREPA;Bacalan (H18);1985.03
LAMBERT HUGO;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing2 Gr03;Anglais PREPA;17/03/2026;15:15:00;2;ECE PREPA;Eiffel 2;1973.04
DUPONT JEAN;Salle - A-306 (M) (35) (Jabra);<PREPA2> Prepa 2eme annee Gr02;Management;17/03/2026;18:30:00;1;ECE BACHELOR;Eiffel 2;1972.02
FONTAINE ANNA;Salle - A-307 (F) (42) (Meet-up);<MAST1> Master 1 Cybersec;Systemes embarques;17/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 2;2004.01
LEFEBVRE JULIE;Salle - A-307 (F) (42) (Meet-up);<CLASSES> Ing3 Gr01;Cybersecurite;17/03/2026;13:00:00;1;ECE MASTER;Eiffel 2;2005.04
LAMBERT HUGO;Salle - A-307 (F) (42) (Meet-up);<BACH1> Bachelor 1 Gr01;Robotique;17/03/2026;17:30:00;1;ECE INGENIEUR;Eiffel 2;2007.04
HAJ HAMAD IMEN;Salle - A-307 (F) (42) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Physique PREPA;17/03/2026;18:30:00;2;ECE PREPA;Eiffel 2;2006.01
WILSON JAMES;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr01;IA Ingenieur;17/03/2026;08:30:00;2;ECE INGENIEUR;Eiffel 2;1962.01
SIMON THOMAS;Salle - A-310 (F) (46) (Meet-up);<MAST1> Master 1 Cybersec;Reseaux et telecoms;17/03/2026;13:00:00;1;ECE INGENIEUR;Eiffel 2;1964.04
VINCENT MARC;Salle - A-310 (F) (46) (Meet-up);<BACH1> Bachelor 1 Gr01;Automatique;17/03/2026;17:30:00;2;ECE INGENIEUR;Eiffel 2;1963.04
VINCENT MARC;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Traitement du signal;17/03/2026;19:45:00;1;ECE INGENIEUR;Eiffel 2;1965.04
LEFEBVRE JULIE;Salle - A-314 (M) (30) (Jabra);<PREPA1> Prepa 1ere annee Gr01;Reseaux et telecoms;17/03/2026;15:15:00;2;ECE INGENIEUR;Eiffel 2;1992.01
SIMON THOMAS;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing3 Gr02;Comptabilite analytique;17/03/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;1991.03
DAVID SARAH;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<MAST1> Master 1 Cybersec;IA Ingenieur;17/03/2026;14:00:00;2;ECE INGENIEUR;Eiffel 2;2012.03
MICHEL PIERRE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<BACH2> Bachelor 2 Gr01;Cloud Computing;17/03/2026;15:15:00;2;ECE MASTER;Eiffel 2;2013.04
DAVID SARAH;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Chimie PREPA;17/03/2026;17:30:00;2;ECE PREPA;Eiffel 2;2014.01
DUBOIS LUCAS;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Physique PREPA;17/03/2026;19:45:00;1;ECE PREPA;Eiffel 2;2011.04
FONTAINE ANNA;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr05;Physique PREPA;17/03/2026;10:45:00;1;ECE PREPA;Lyon Universite (25);1976.01
LAURENT MARIE;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr02;Cybersecurite;17/03/2026;13:00:00;1;ECE MASTER;Lyon Universite (25);1974.01
DAVID SARAH;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing3 Gr01;Mathematiques PREPA;17/03/2026;14:00:00;2;ECE PREPA;Lyon Universite (25);1975.01
MICHEL PIERRE;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing4 Gr01;Systemes embarques;17/03/2026;13:00:00;2;ECE INGENIEUR;Lyon Universite (25);2021.04
MOKHBER ARASH;Salle - F-304 (F) (49) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Mathematiques PREPA;17/03/2026;17:30:00;1;ECE PREPA;Lyon Universite (25);2020.02
ROUX NICOLAS;Salle - I-402 (M) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Conception numerique sur FPGA;17/03/2026;14:00:00;1;ECE INGENIEUR;Eiffel 4;2019.04
FONTAINE ANNA;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing3 Gr02;Robotique;17/03/2026;08:30:00;1;ECE INGENIEUR;Eiffel 4;2000.02
LAMBERT HUGO;Salle - I-403 (M) (45) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Chimie PREPA;17/03/2026;10:45:00;2;ECE PREPA;Eiffel 4;2001.02
LECLERC PAUL;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing2 Gr02;Gestion de projet;17/03/2026;14:00:00;1;ECE BACHELOR;Eiffel 4;2003.04
KHOURY CLAUDE;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing2 Gr04;DevOps;17/03/2026;19:45:00;1;ECE MASTER;Eiffel 4;2002.03
THOMAS ALICE;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr02;Reseaux et telecoms;17/03/2026;08:30:00;1;ECE INGENIEUR;Eiffel 4;1984.01
THOMAS ALICE;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing2 Gr03;Gestion de projet;17/03/2026;10:45:00;1;ECE BACHELOR;Eiffel 4;1983.03
DUBOIS LUCAS;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing3 Gr02;Robotique;17/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 4;1982.05
MARTIN SOPHIE;Salle - I-406 (M) (33);<MAST1> Master 1 DataScience;Cybersecurite;17/03/2026;08:30:00;2;ECE MASTER;Eiffel 4;1978.03
MICHEL PIERRE;Salle - I-406 (M) (33);<CLASSES> Ing3 Gr01;Conception numerique sur FPGA;17/03/2026;14:00:00;2;ECE INGENIEUR;Eiffel 4;1977.01
KHOURY CLAUDE;Salle - I-406 (M) (33);<CLASSES> Ing3 Gr02;Reseaux et telecoms;17/03/2026;15:15:00;1;ECE INGENIEUR;Eiffel 4;1979.01
